label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,is_pnn_plus,is_pv_plus,pv_label,skel_total_length_um,skel_branches_count,skel_avg_branch_len_um,skel_endpoints_count,skel_junctions_count,skel_tortuosity_mean,skel_ramification_index,skel_mean_thickness_um,skel_max_thickness_um,skel_mean_intensity,skel_neighborhood_wfa_sum,cell_type,pv_area_um2,pv_diameter_um,pnn_area_um2,pnn_diameter_um
191,884.8080808080808,900.574074074074,250.96500000000003,17.87564159252641,31241.0,True,False,-1,76.03879143724299,13,5.8491378028648455,5,7,1.1712058205132523,1.8571428571428572,1.9498518508059783,2.906888370749727,42.55555555555556,19526.0,PV-/PNN+,0.0,0.0,250.96500000000003,17.87564159252641
192,894.7396449704142,456.81262327416175,214.2075,16.514764902318696,25858.0,True,False,-1,84.2195526217005,6,14.03659210361675,3,3,1.1164547475853253,2.0,2.058250932596303,3.6769552621700474,49.75221238938053,24607.0,PV-/PNN+,0.0,0.0,214.2075,16.514764902318696
193,886.1003236245955,1207.5404530744336,130.5525,12.89281217050948,9594.0,True,False,-1,23.76162697096763,6,3.9602711618279383,6,2,1.33908301470809,3.0,2.2940974510678718,4.110960958218894,41.0,6807.0,PV-/PNN+,0.0,0.0,130.5525,12.89281217050948
194,887.4581280788177,1233.0591133004925,85.76750000000001,10.450003476223014,11365.0,True,True,100,57.00401512639275,12,4.750334593866063,3,7,1.2671274740335647,1.7142857142857142,3.391338770542185,5.360037313302959,54.467532467532465,16940.0,PV+/PNN+,85.76750000000001,10.450003476223014,98.44250000000001,11.195574298917911
195,906.8896925858951,809.1374321880651,233.6425,17.2476917392092,48742.0,True,False,-1,116.14280656363574,30,3.871426885454525,11,16,1.196094525530579,1.875,2.98287333329674,8.720665112249181,43.52,29157.0,PV-/PNN+,0.0,0.0,233.6425,17.2476917392092
196,901.5240384615385,508.2692307692308,87.88000000000001,10.57791525733337,8647.0,True,True,105,38.265537495307726,17,2.250913970312219,10,8,1.112317405195429,2.125,2.502208966435003,6.5,41.24528301886792,9808.0,PV+/PNN+,87.88000000000001,10.57791525733337,103.09,11.456799931339813
197,897.2719033232628,532.4259818731118,139.84750000000003,13.343888759741318,8061.0,True,False,-1,7.307716446627536,5,1.4615432893255071,4,2,1.0732890072507633,2.5,2.1726466544423935,4.110960958218894,38.25,2435.0,PV-/PNN+,0.0,0.0,139.84750000000003,13.343888759741318
198,894.175572519084,695.1832061068702,55.347500000000004,8.394678415652944,3217.0,True,True,104,5.357716446627536,1,5.357716446627536,2,0,1.1430486016397812,1.0,1.3673097038856281,1.8384776310850237,39.5,1344.0,PV+/PNN+,55.347500000000004,8.394678415652944,51.545,8.101180922147954
199,897.1743119266055,1214.940366972477,92.105,10.829207185562208,5659.0,True,False,-1,5.738477631085024,4,1.434619407771256,8,0,1.0199172818834084,4.0,2.4351934386670666,3.9000000000000004,43.416666666666664,3479.0,PV-/PNN+,0.0,0.0,92.105,10.829207185562208
200,905.6741573033707,732.0337078651686,37.602500000000006,6.919320051920128,2095.0,True,False,-1,3.4077164466275356,1,3.4077164466275356,2,0,1.2715271358913858,1.0,1.3,1.3,36.8,947.0,PV-/PNN+,0.0,0.0,37.602500000000006,6.919320051920128
